date,itemId,itemName,itemCategory,itemCategory2,itemBrand,itemsViewed,itemsAddedToCart,itemsCheckedOut,itemsPurchased,itemRevenue,itemListViews,itemListClicks,cartToViewRate
20250115,SP-GYM-MN-072,Jack & Jones Sportswear Windrunner Kadın Mont,Giyim,Mont,Jack & Jones,7,1,0,0,0.0,36,11,0.1429
20250115,SP-AYK-VL-174,Birkenstock Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Birkenstock,1,0,0,0,0.0,8,3,0.0
20250115,SP-GYM-TS-011,Puma Cotton Logo Erkek Tişört,Giyim,Tişört,Puma,8,0,0,0,0.0,33,12,0.0
20250115,SP-GYM-TS-004,Hummel Sportswear Essential Kadın Tişört,Giyim,Tişört,Hummel,7,2,1,0,0.0,62,10,0.2857
20250115,SP-GYM-TS-001,Adidas Sportswear Essential Erkek Tişört,Giyim,Tişört,Adidas,8,1,0,0,0.0,61,10,0.125
20250115,SP-GYM-MN-079,Vans Thermoball Eco 2.0 Erkek Mont,Giyim,Mont,Vans,7,2,0,0,0.0,33,11,0.2857
20250115,SP-AYK-OD-131,New Balance Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,New Balance,4,0,0,0,0.0,29,5,0.0
20250115,SP-GYM-MN-084,The North Face Silver Ridge Kadın Yağmurluk,Giyim,Mont,The North Face,5,1,0,0,0.0,38,8,0.2
20250115,SP-AYK-SN-065,Asics Suede Classic XXI Erkek Sneaker,Ayakkabı,Sneaker,Asics,11,3,1,0,0.0,48,14,0.2727
20250115,SP-GYM-SR-110,Hummel Aeroready Kadın Şort,Giyim,Şort,Hummel,2,0,0,0,0.0,13,3,0.0
20250115,SP-GYM-EA-053,Converse Essentials Fleece Erkek Eşofman Altı,Giyim,Eşofman Altı,Converse,14,3,1,0,0.0,59,20,0.2143
20250115,SP-GYM-TS-026,The North Face Tech Kadın Antrenman Tişört,Giyim,Tişört,The North Face,7,2,1,0,0.0,33,12,0.2857
20250115,SP-AYK-SN-038,Birkenstock Stan Smith Erkek Sneaker,Ayakkabı,Sneaker,Birkenstock,11,1,0,0,0.0,52,16,0.0909
20250115,SP-GYM-MN-086,New Balance Silver Ridge Kadın Yağmurluk,Giyim,Mont,New Balance,5,0,0,0,0.0,23,6,0.0
20250115,SP-AYK-KS-021,Converse Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,10,1,0,0,0.0,62,18,0.1
20250115,SP-GYM-CK-102,Under Armour Run Favorite Kadın Ceket,Giyim,Ceket,Under Armour,7,0,0,0,0.0,37,10,0.0
20250115,SP-AYK-KS-002,New Balance Air Zoom Pegasus 41 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,New Balance,7,1,0,0,0.0,43,9,0.1429
20250115,SP-AKS-CR-001,The North Face Everyday Cushioned 3'lü Erkek Çorap,Aksesuar,Çorap,The North Face,2,0,0,0,0.0,12,3,0.0
20250115,SP-AYK-TR-152,Columbia Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Columbia,12,2,1,0,0.0,49,14,0.1667
20250115,SP-AYK-VL-173,Birkenstock Gel-Task MT 3 Erkek Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Birkenstock,5,0,0,0,0.0,28,6,0.0
20250115,SP-GYM-CK-100,Levi's Run Favorite Kadın Ceket,Giyim,Ceket,Levi's,6,1,0,0,0.0,53,8,0.1667
20250115,SP-GYM-EA-059,Jack & Jones Cotton Go Erkek Eşofman Altı,Giyim,Eşofman Altı,Jack & Jones,2,0,0,0,0.0,20,4,0.0
20250115,SP-AYK-TR-155,Adidas Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Adidas,5,0,0,0,0.0,19,6,0.0
20250115,SP-AYK-BT-177,Birkenstock Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Birkenstock,10,2,1,0,0.0,43,14,0.2
20250115,SP-SML-BKT-005,Nike TF-1000 Legacy Basketbol Topu,Spor Malzemeleri,Basketbol Topu,Nike,5,1,0,0,0.0,38,8,0.2
20250115,SP-AYK-KS-001,New Balance Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,New Balance,2,0,0,0,0.0,19,3,0.0
20250115,SP-GYM-JN-122,Under Armour 511 Slim Fit Erkek Jean,Giyim,Jean,Under Armour,4,0,0,0,0.0,22,7,0.0
20250115,SP-GYM-EA-054,Converse Essentials Fleece Kadın Eşofman Altı,Giyim,Eşofman Altı,Converse,2,0,0,0,0.0,15,3,0.0
20250115,SP-AYK-SN-046,Reebok Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Reebok,4,1,0,0,0.0,33,5,0.25
20250115,SP-AYK-SN-044,Reebok Old Skool Erkek Sneaker,Ayakkabı,Sneaker,Reebok,6,1,0,0,0.0,53,11,0.1667
20250115,SP-GYM-JN-121,New Balance 511 Slim Fit Erkek Jean,Giyim,Jean,New Balance,2,0,0,0,0.0,10,3,0.0
20250115,SP-GYM-FR-126,Vans Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,Vans,1,0,0,0,0.0,25,3,0.0
20250115,SP-AYK-SN-055,Birkenstock Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,8,2,0,0,0.0,30,10,0.25
20250115,SP-AYK-SN-059,Puma Chuck Taylor All Star Erkek Sneaker,Ayakkabı,Sneaker,Puma,6,1,0,0,0.0,31,8,0.1667
20250115,SP-GYM-TS-020,Nike Tech Kadın Antrenman Tişört,Giyim,Tişört,Nike,1,0,0,0,0.0,15,2,0.0
20250115,SP-GYM-SW-034,Columbia Essentials 3-Stripes Kadın Sweatshirt,Giyim,Sweatshirt,Columbia,4,1,0,0,0.0,22,7,0.25
20250115,SP-AKS-CR-011,Adidas Everyday Cushioned 3'lü Kadın Çorap,Aksesuar,Çorap,Adidas,3,0,0,0,0.0,22,4,0.0
20250115,SP-AYK-KS-028,Hummel Nitro Elite 2 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Hummel,8,1,0,0,0.0,26,10,0.125
20250115,SP-AYK-OD-123,Hummel X Ultra 4 GTX Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Hummel,6,1,0,0,0.0,45,9,0.1667
20250115,SP-AYK-KS-027,Hummel Nitro Elite 2 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Hummel,7,1,0,0,0.0,30,9,0.1429
20250115,SP-AYK-GN-078,Nike Tanjun Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Nike,5,1,0,0,0.0,29,7,0.2
20250115,SP-GYM-SW-040,Lacoste Core Logo Kadın Hoodie,Giyim,Sweatshirt,Lacoste,7,1,0,0,0.0,30,8,0.1429
20250115,SP-AYK-SN-057,Under Armour Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Under Armour,1,0,0,0,0.0,12,2,0.0
20250115,SP-AYK-KR-106,Puma Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Puma,9,3,1,0,0.0,39,14,0.3333
20250115,SP-AYK-HS-098,Lacoste Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Lacoste,3,0,0,0,0.0,30,6,0.0
20250115,SP-AYK-OD-129,Lacoste Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Lacoste,7,1,0,0,0.0,35,9,0.1429
20250115,SP-GYM-SW-029,Hummel Club Fleece Crew Erkek Sweatshirt,Giyim,Sweatshirt,Hummel,3,0,0,0,0.0,13,4,0.0
20250115,SP-AYK-OD-133,Birkenstock Terrex AX4 Kadın Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,3,0,0,0,0.0,32,6,0.0
20250115,SP-AKS-CR-020,The North Face Trefoil Liner 3'lü Kadın Çorap,Aksesuar,Çorap,The North Face,9,1,0,0,0.0,44,14,0.1111
20250115,SP-AKS-CR-006,U.S. Polo Assn. Everyday Cushioned 3'lü Unisex Çorap,Aksesuar,Çorap,U.S. Polo Assn.,21,5,2,1,348.62,63,23,0.2381
20250115,SP-AYK-KS-012,Columbia Ultraboost Light Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,7,1,0,0,0.0,40,10,0.1429
20250115,SP-AYK-SN-075,Vans Club C 85 Erkek Sneaker,Ayakkabı,Sneaker,Vans,2,0,0,0,0.0,11,3,0.0
20250115,SP-AYK-TR-156,Asics Adilette Comfort Erkek Terlik,Ayakkabı,Terlik,Asics,3,0,0,0,0.0,24,6,0.0
20250115,SP-AYK-BT-181,Salomon Nuptse II Kadın Bot,Ayakkabı,Bot ve Çizme,Salomon,7,2,0,0,0.0,27,9,0.2857
20250115,SP-SML-KE-012,Puma Goalkeeper Match Kaleci Eldiveni,Spor Malzemeleri,Kaleci Eldiveni,Puma,1,0,0,0,0.0,15,2,0.0
20250115,SP-AYK-KS-015,Asics Gel-Nimbus 26 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,10,2,1,0,0.0,32,12,0.2
20250115,SP-AYK-KS-019,Under Armour Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Under Armour,1,0,0,0,0.0,13,3,0.0
20250115,SP-AYK-SN-060,Puma Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Puma,1,0,0,0,0.0,14,2,0.0
20250115,SP-GYM-CK-096,Vans Sportswear Windrunner Kadın Rüzgarlık,Giyim,Ceket,Vans,5,1,0,0,0.0,27,6,0.2
20250115,SP-AKS-BC-050,The North Face Heritage Hip Pack Unisex Bel Çantası,Aksesuar,Bel Çantası,The North Face,8,2,0,0,0.0,32,10,0.25
20250115,SP-AYK-TR-157,Asics Adilette Comfort Kadın Terlik,Ayakkabı,Terlik,Asics,7,2,1,0,0.0,61,11,0.2857
20250115,SP-AYK-TR-169,Skechers Arizona Kadın Sandalet,Ayakkabı,Terlik,Skechers,4,1,0,0,0.0,24,5,0.25
20250115,SP-GYM-MN-075,Lacoste Sportswear Windrunner Erkek Mont,Giyim,Mont,Lacoste,7,1,0,0,0.0,36,9,0.1429
20250115,SP-GYM-SR-108,Puma Aeroready Kadın Şort,Giyim,Şort,Puma,3,0,0,0,0.0,28,6,0.0
20250115,SP-GYM-EA-062,U.S. Polo Assn. Cotton Go Kadın Eşofman Altı,Giyim,Eşofman Altı,U.S. Polo Assn.,6,0,0,0,0.0,36,7,0.0
20250115,SP-AYK-SN-058,Under Armour Chuck Taylor All Star Unisex Sneaker,Ayakkabı,Sneaker,Under Armour,7,1,0,0,0.0,57,11,0.1429
20250115,SP-GYM-SW-042,Jack & Jones Core Logo Kadın Hoodie,Giyim,Sweatshirt,Jack & Jones,1,0,0,0,0.0,16,2,0.0
20250115,SP-GYM-SR-112,Columbia Aeroready Kadın Şort,Giyim,Şort,Columbia,2,0,0,0,0.0,11,3,0.0
20250115,SP-AYK-SN-043,Columbia Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Columbia,5,0,0,0,0.0,25,9,0.0
20250115,SP-AYK-GN-088,Skechers Lite Racer Adapt 6.0 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Skechers,3,0,0,0,0.0,34,5,0.0
20250115,SP-AYK-TR-163,Skechers Classic Clog Kadın Terlik,Ayakkabı,Terlik,Skechers,20,3,1,0,0.0,63,23,0.15
20250115,SP-AYK-HS-094,The North Face Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,The North Face,2,0,0,0,0.0,21,3,0.0
20250115,SP-GYM-TS-019,Nike Tech Erkek Antrenman Tişört,Giyim,Tişört,Nike,11,2,1,0,0.0,42,16,0.1818
20250115,SP-AYK-TR-161,Under Armour Classic Clog Unisex Terlik,Ayakkabı,Terlik,Under Armour,1,0,0,0,0.0,8,2,0.0
20250115,SP-AYK-OD-124,Birkenstock X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,6,1,0,0,0.0,52,9,0.1667
20250115,SP-SML-KE-011,Nike Goalkeeper Match Kaleci Eldiveni,Spor Malzemeleri,Kaleci Eldiveni,Nike,1,0,0,0,0.0,14,2,0.0
20250115,SP-GYM-FR-128,Levi's Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,Levi's,3,0,0,0,0.0,22,5,0.0
20250115,SP-AYK-SN-049,Nike Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Nike,2,0,0,0,0.0,26,4,0.0
20250115,SP-GYM-FR-130,Lacoste Beşiktaş 2024/25 İç Saha Forması,Giyim,Forma,Lacoste,12,2,1,0,0.0,46,17,0.1667
20250115,SP-AYK-KS-008,Skechers Air Zoom Pegasus 41 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Skechers,8,0,0,0,0.0,34,13,0.0
20250115,SP-AYK-SN-041,Columbia Stan Smith Erkek Sneaker,Ayakkabı,Sneaker,Columbia,10,1,0,0,0.0,50,15,0.1
20250115,SP-AYK-KR-104,Adidas Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Adidas,1,0,0,0,0.0,17,2,0.0
20250115,SP-AYK-SN-052,The North Face Old Skool Unisex Sneaker,Ayakkabı,Sneaker,The North Face,4,0,0,0,0.0,19,5,0.0
20250115,SP-GYM-EA-045,Nike Sportswear Club Erkek Eşofman Altı,Giyim,Eşofman Altı,Nike,6,0,0,0,0.0,31,8,0.0
20250115,SP-AYK-KS-011,Columbia Ultraboost Light Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Columbia,6,1,0,0,0.0,26,8,0.1667
20250115,SP-AYK-SN-037,Reebok Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Reebok,6,1,0,0,0.0,47,11,0.1667
20250115,SP-AYK-SN-056,Under Armour Chuck Taylor All Star Erkek Sneaker,Ayakkabı,Sneaker,Under Armour,9,2,0,0,0.0,50,12,0.2222
20250115,SP-AYK-SN-050,The North Face Old Skool Erkek Sneaker,Ayakkabı,Sneaker,The North Face,2,0,0,0,0.0,22,3,0.0
20250115,SP-GYM-FR-125,The North Face Fenerbahçe 2024/25 İç Saha Forması,Giyim,Forma,The North Face,9,2,0,0,0.0,53,11,0.2222
20250115,SP-AYK-KR-107,Lacoste Mercurial Superfly 9 Elite FG Erkek Krampon,Ayakkabı,Krampon,Lacoste,15,4,1,0,0.0,53,19,0.2667
20250115,SP-GYM-EA-048,Lacoste Sportswear Club Kadın Eşofman Altı,Giyim,Eşofman Altı,Lacoste,7,1,0,0,0.0,43,12,0.1429
20250115,SP-AKS-SP-041,Puma Baseball Cap Kadın Şapka,Aksesuar,Şapka,Puma,6,1,0,0,0.0,42,7,0.1667
20250115,SP-AYK-BK-117,Adidas Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Adidas,14,3,1,0,0.0,60,16,0.2143
20250115,SP-GYM-SW-032,Adidas Club Fleece Crew Kadın Sweatshirt,Giyim,Sweatshirt,Adidas,4,1,0,0,0.0,33,7,0.25
20250115,SP-GYM-TS-025,The North Face Tech Erkek Antrenman Tişört,Giyim,Tişört,The North Face,6,1,0,0,0.0,29,9,0.1667
20250115,SP-AYK-SN-063,Lacoste Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Lacoste,8,2,0,0,0.0,47,11,0.25
20250115,SP-AYK-GN-082,Hummel Tanjun Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,4,0,0,0,0.0,37,5,0.0
20250115,SP-AYK-KS-016,Asics Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Asics,18,2,0,0,0.0,59,20,0.1111
20250115,SP-GYM-CK-097,Puma Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Puma,2,0,0,0,0.0,17,3,0.0
20250115,SP-SML-TK-009,Hummel Mercurial Lite Tekmelik,Spor Malzemeleri,Tekmelik,Hummel,5,1,0,0,0.0,26,8,0.2
20250115,SP-AYK-GN-090,Adidas Go Walk 7 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Adidas,3,0,0,0,0.0,15,5,0.0
20250115,SP-GYM-EA-050,Vans Sportswear Club Kadın Eşofman Altı,Giyim,Eşofman Altı,Vans,12,1,0,0,0.0,42,16,0.0833
20250115,SP-AYK-TR-142,Birkenstock Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Birkenstock,5,1,0,0,0.0,38,8,0.2
20250115,SP-AYK-HS-097,Crocs Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Crocs,3,0,0,0,0.0,17,5,0.0
20250115,SP-GYM-SR-109,Hummel Aeroready Erkek Şort,Giyim,Şort,Hummel,8,2,0,0,0.0,33,11,0.25
20250115,SP-AYK-HS-093,Lacoste Mercurial Vapor 15 Club TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Lacoste,4,1,0,0,0.0,36,6,0.25
20250115,SP-AYK-SN-070,Nike Club C 85 Kadın Sneaker,Ayakkabı,Sneaker,Nike,3,0,0,0,0.0,20,6,0.0
20250115,SP-AKS-SPC-049,The North Face Brasilia M Duffel Unisex Spor Çantası,Aksesuar,Spor Çantası,The North Face,7,1,0,0,0.0,29,9,0.1429
20250115,SP-GYM-SR-107,Puma Aeroready Erkek Şort,Giyim,Şort,Puma,5,0,0,0,0.0,40,6,0.0
20250116,SP-GYM-MN-080,Vans Thermoball Eco 2.0 Kadın Mont,Giyim,Mont,Vans,1,0,0,0,0.0,10,2,0.0
20250116,SP-AYK-HS-099,Nike Predator Accuracy.3 TF Erkek Halı Saha,Ayakkabı,Halı Saha Ayakkabısı,Nike,3,0,0,0,0.0,19,6,0.0
20250116,SP-GYM-FR-132,U.S. Polo Assn. Trabzonspor 2024/25 İç Saha Forması,Giyim,Forma,U.S. Polo Assn.,14,1,0,0,0.0,47,17,0.0714
20250116,SP-AYK-BT-179,Converse Manoa Leather Erkek Bot,Ayakkabı,Bot ve Çizme,Converse,7,1,0,0,0.0,32,10,0.1429
20250116,SP-GYM-JN-117,Reebok 501 Original Fit Erkek Jean,Giyim,Jean,Reebok,2,0,0,0,0.0,9,3,0.0
20250116,SP-AYK-BK-112,Adidas LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Adidas,5,1,0,0,0.0,23,6,0.2
20250116,SP-AYK-KS-021,Converse Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,1,0,0,0,0.0,12,2,0.0
20250116,SP-GYM-TS-017,Lacoste Cotton Logo Erkek Tişört,Giyim,Tişört,Lacoste,17,5,2,1,505.94,60,22,0.2941
20250116,SP-AYK-GN-077,Nike Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Nike,3,0,0,0,0.0,22,4,0.0
20250116,SP-AKS-SP-022,Nike H86 Futura Washed Erkek Şapka,Aksesuar,Şapka,Nike,4,0,0,0,0.0,22,6,0.0
20250116,SP-AYK-GN-081,Hummel Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Hummel,4,0,0,0,0.0,29,8,0.0
20250116,SP-GYM-JN-115,Adidas 501 Original Fit Erkek Jean,Giyim,Jean,Adidas,6,1,0,0,0.0,23,7,0.1667
20250116,SP-AYK-TR-142,Birkenstock Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Birkenstock,7,1,0,0,0.0,59,11,0.1429
20250116,SP-AYK-SN-046,Reebok Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Reebok,2,0,0,0,0.0,14,4,0.0
20250116,SP-AYK-KS-019,Under Armour Fresh Foam X 1080v13 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Under Armour,2,0,0,0,0.0,17,3,0.0
20250116,SP-AYK-TR-139,Reebok Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Reebok,6,1,0,0,0.0,25,7,0.1667
20250116,SP-GYM-EA-055,Levi's Essentials Fleece Erkek Eşofman Altı,Giyim,Eşofman Altı,Levi's,5,1,0,0,0.0,48,8,0.2
20250116,SP-AYK-KR-110,Skechers Copa Pure II Elite FG Erkek Krampon,Ayakkabı,Krampon,Skechers,10,2,1,0,0.0,48,12,0.2
20250116,SP-AYK-OD-132,Birkenstock Terrex AX4 Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Birkenstock,2,0,0,0,0.0,16,3,0.0
20250116,SP-AKS-EB-054,Puma Fleece Bere ve Eldiven Seti,Aksesuar,Eldiven ve Bere,Puma,1,0,0,0,0.0,7,2,0.0
20250116,SP-GYM-MN-086,New Balance Silver Ridge Kadın Yağmurluk,Giyim,Mont,New Balance,5,1,0,0,0.0,43,9,0.2
20250116,SP-AYK-SN-042,Columbia Stan Smith Kadın Sneaker,Ayakkabı,Sneaker,Columbia,4,0,0,0,0.0,15,5,0.0
20250116,SP-AKS-CR-014,U.S. Polo Assn. Trefoil Liner 3'lü Kadın Çorap,Aksesuar,Çorap,U.S. Polo Assn.,7,1,0,0,0.0,36,12,0.1429
20250116,SP-GYM-CK-095,Vans Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Vans,9,2,1,0,0.0,42,15,0.2222
20250116,SP-GYM-TY-138,Lacoste Pro Dri-FIT Erkek Tayt,Giyim,Tayt,Lacoste,3,0,0,0,0.0,15,4,0.0
20250116,SP-GYM-MN-089,Nike Silver Ridge Erkek Yağmurluk,Giyim,Mont,Nike,2,0,0,0,0.0,14,3,0.0
20250116,SP-AYK-BK-113,Birkenstock LeBron XXI Erkek Basketbol Ayakkabısı,Ayakkabı,Basketbol Ayakkabısı,Birkenstock,4,1,0,0,0.0,17,5,0.25
20250116,SP-AYK-VL-176,Salomon Gel-Task MT 3 Kadın Voleybol Ayakkabısı,Ayakkabı,Voleybol Ayakkabısı,Salomon,5,1,0,0,0.0,27,8,0.2
20250116,SP-GYM-TY-139,Lacoste Pro Dri-FIT Kadın Tayt,Giyim,Tayt,Lacoste,6,2,1,0,0.0,39,10,0.3333
20250116,SP-AYK-GN-079,Lacoste Tanjun Erkek Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Lacoste,13,1,0,0,0.0,52,17,0.0769
20250116,SP-AYK-OD-122,Hummel X Ultra 4 GTX Erkek Outdoor Ayakkabı,Ayakkabı,Outdoor Ayakkabı,Hummel,3,0,0,0,0.0,27,4,0.0
20250116,SP-GYM-SW-044,Columbia Core Logo Kadın Hoodie,Giyim,Sweatshirt,Columbia,5,1,0,0,0.0,42,6,0.2
20250116,SP-AYK-GN-090,Adidas Go Walk 7 Kadın Günlük Ayakkabı,Ayakkabı,Günlük Ayakkabı,Adidas,1,0,0,0,0.0,16,2,0.0
20250116,SP-GYM-CK-093,Jack & Jones Sportswear Windrunner Erkek Rüzgarlık,Giyim,Ceket,Jack & Jones,8,2,0,0,0.0,38,12,0.25
20250116,SP-AKS-CR-002,The North Face Everyday Cushioned 3'lü Kadın Çorap,Aksesuar,Çorap,The North Face,4,1,0,0,0.0,33,6,0.25
20250116,SP-AYK-SN-055,Birkenstock Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Birkenstock,1,0,0,0,0.0,17,2,0.0
20250116,SP-GYM-MN-088,Lacoste Silver Ridge Kadın Yağmurluk,Giyim,Mont,Lacoste,8,1,0,0,0.0,59,11,0.125
20250116,SP-AYK-TR-155,Adidas Adilette Comfort Unisex Terlik,Ayakkabı,Terlik,Adidas,17,2,0,0,0.0,63,24,0.1176
20250116,SP-AKS-BC-052,Nike Heritage Hip Pack Unisex Bel Çantası,Aksesuar,Bel Çantası,Nike,6,1,0,0,0.0,48,7,0.1667
20250116,SP-AYK-SN-049,Nike Old Skool Unisex Sneaker,Ayakkabı,Sneaker,Nike,1,0,0,0,0.0,16,3,0.0
20250116,SP-AYK-SN-037,Reebok Stan Smith Unisex Sneaker,Ayakkabı,Sneaker,Reebok,1,0,0,0,0.0,9,2,0.0
20250116,SP-AKS-CR-020,The North Face Trefoil Liner 3'lü Kadın Çorap,Aksesuar,Çorap,The North Face,5,0,0,0,0.0,29,7,0.0
20250116,SP-AYK-OD-136,The North Face Facet 75 Mid Erkek Outdoor Bot,Ayakkabı,Outdoor Ayakkabı,The North Face,13,1,0,0,0.0,49,16,0.0769
20250116,SP-AYK-KS-026,Adidas Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Adidas,2,0,0,0,0.0,14,4,0.0
20250116,SP-AYK-TR-145,Columbia Victori One Slide Kadın Terlik,Ayakkabı,Terlik,Columbia,9,1,0,0,0.0,57,10,0.1111
20250116,SP-AYK-KS-022,Converse Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Converse,5,1,0,0,0.0,44,7,0.2
20250116,SP-GYM-EA-047,Lacoste Sportswear Club Erkek Eşofman Altı,Giyim,Eşofman Altı,Lacoste,2,0,0,0,0.0,18,3,0.0
20250116,SP-AYK-SN-060,Puma Chuck Taylor All Star Kadın Sneaker,Ayakkabı,Sneaker,Puma,4,0,0,0,0.0,13,5,0.0
20250116,SP-AYK-SN-031,Hummel Air Force 1 '07 Erkek Sneaker,Ayakkabı,Sneaker,Hummel,8,1,0,0,0.0,47,13,0.125
20250116,SP-AYK-KS-017,Salomon Gel-Nimbus 26 Erkek Koşu Ayakkabısı,Ayakkabı,Koşu Ayakkabısı,Salomon,7,0,0,0,0.0,23,8,0.0
20250116,SP-GYM-CK-103,Puma Run Favorite Erkek Ceket,Giyim,Ceket,Puma,6,0,0,0,0.0,44,10,0.0
20250116,SP-GYM-SW-036,Jack & Jones Essentials 3-Stripes Kadın Sweatshirt,Giyim,Sweatshirt,Jack & Jones,1,0,0,0,0.0,14,2,0.0
20250116,SP-AKS-SP-039,The North Face Baseball Cap Unisex Şapka,Aksesuar,Şapka,The North Face,2,0,0,0,0.0,13,3,0.0
20250116,SP-GYM-TS-016,New Balance Cotton Logo Kadın Tişört,Giyim,Tişört,New Balance,9,2,1,0,0.0,47,14,0.2222
20250116,SP-AYK-TR-163,Skechers Classic Clog Kadın Terlik,Ayakkabı,Terlik,Skechers,1,0,0,0,0.0,7,2,0.0
20250116,SP-AYK-TR-161,Under Armour Classic Clog Unisex Terlik,Ayakkabı,Terlik,Under Armour,5,1,0,0,0.0,33,7,0.2
20250116,SP-GYM-SW-042,Jack & Jones Core Logo Kadın Hoodie,Giyim,Sweatshirt,Jack & Jones,12,2,1,0,0.0,53,17,0.1667
20250116,SP-AYK-BT-185,Nike Nuptse II Kadın Bot,Ayakkabı,Bot ve Çizme,Nike,5,1,0,0,0.0,35,7,0.2
20250116,SP-GYM-SR-110,Hummel Aeroready Kadın Şort,Giyim,Şort,Hummel,3,0,0,0,0.0,22,5,0.0
20250116,SP-GYM-EA-053,Converse Essentials Fleece Erkek Eşofman Altı,Giyim,Eşofman Altı,Converse,10,2,0,0,0.0,49,16,0.2
20250116,SP-GYM-ET-065,Jack & Jones Sportswear Sport Essentials Erkek Eşofman Takımı,Giyim,Eşofman Takımı,Jack & Jones,10,1,0,0,0.0,49,15,0.1
20250116,SP-GYM-FR-131,Puma Beşiktaş 2024/25 İç Saha Forması,Giyim,Forma,Puma,6,1,0,0,0.0,36,11,0.1667
